essround,idno,gndr,nwspol,netusoft,netustm,ppltrst,pplfair,pplhlp,hincfel,grdfinc,gvctzpv,cntry,happy,sclmeet,inprdsc,sclact,crmvct,aesfdrk
10,16398,Naine,120,Mitte kunagi,NA,10,10,5,Saame hakkama praeguse sissetuleku juures,8,8,EE,7,Vähem kui kord kuus,3,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,16413,Naine,60,Iga päev,300,6,6,7,Saame hakkama praeguse sissetuleku juures,6,6,EE,5,Kord kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,16419,Naine,120,Mitte kunagi,NA,5,5,5,Saame hakkama praeguse sissetuleku juures,8,9,EE,5,Vähem kui kord kuus,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,16438,Naine,60,Iga päev,120,6,8,7,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Kord nädalas,2,Harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,16443,Mees,120,Iga päev,480,7,9,8,Elame mugavalt praeguse sissetuleku juures,10,10,EE,9,Iga päev,1,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,16453,Naine,20,Iga päev,420,7,7,5,Elame mugavalt praeguse sissetuleku juures,10,10,EE,9,Mitu korda kuus,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,16457,Naine,30,Iga päev,480,6,7,7,Elame mugavalt praeguse sissetuleku juures,9,9,EE,8,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,16462,Mees,60,Iga päev,120,5,6,5,Saame hakkama praeguse sissetuleku juures,2,0,EE,8,Kord kuus,1,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,16497,Naine,120,Iga päev,90,4,7,6,Saame hakkama praeguse sissetuleku juures,10,10,EE,6,Kord nädalas,2,Umbes sama tihti kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,16498,Naine,300,Iga päev,480,8,8,7,Praeguse sissetuleku juures on raske hakkama saada,10,10,EE,9,Mitu korda nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,16500,Mees,60,Iga päev,240,5,5,2,Saame hakkama praeguse sissetuleku juures,8,8,EE,2,Mitu korda kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,16507,Naine,210,Mitte kunagi,NA,8,8,5,Saame hakkama praeguse sissetuleku juures,8,7,EE,9,Kord kuus,2,Harvemini kui enamik eakaaslasi,Jah,turvaliselt
10,16509,Mees,60,Iga päev,30,7,5,5,Saame hakkama praeguse sissetuleku juures,7,7,EE,8,Mitu korda kuus,1,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,16510,Naine,60,Mitte kunagi,NA,10,0,7,Saame hakkama praeguse sissetuleku juures,8,8,EE,9,Mitu korda kuus,2,Palju harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,16521,Mees,60,Iga päev,30,7,3,4,Elame mugavalt praeguse sissetuleku juures,10,10,EE,10,Kord nädalas,4-6,Sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,16566,Naine,210,Mõni kord nädalas,NA,7,8,7,Saame hakkama praeguse sissetuleku juures,9,9,EE,7,Kord kuus,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,16567,Naine,60,Iga päev,180,8,7,5,Saame hakkama praeguse sissetuleku juures,7,9,EE,7,Mitu korda kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,16587,Naine,60,Mõni kord nädalas,NA,4,8,5,Saame hakkama praeguse sissetuleku juures,6,10,EE,9,Vähem kui kord kuus,4-6,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,16594,Naine,90,Iga päev,300,7,5,4,Elame mugavalt praeguse sissetuleku juures,7,7,EE,6,Mitu korda nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,16600,Naine,10,Enamikul päevadel,30,3,5,2,Saame hakkama praeguse sissetuleku juures,10,10,EE,5,Vähem kui kord kuus,2,Palju harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,16609,Mees,120,Iga päev,608,7,7,1,Elame mugavalt praeguse sissetuleku juures,3,5,EE,7,Vähem kui kord kuus,3,Umbes sama tihti kui enamik eakaaslasi,Jah,turvaliselt
10,16610,Mees,60,Iga päev,900,7,3,7,Saame hakkama praeguse sissetuleku juures,8,9,EE,9,Kord nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,16621,Mees,30,Iga päev,360,8,8,0,Saame hakkama praeguse sissetuleku juures,10,10,EE,10,Mitu korda nädalas,7-9,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,16630,Mees,20,Iga päev,300,5,5,6,Elame mugavalt praeguse sissetuleku juures,9,8,EE,8,Mitu korda kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,16652,Mees,120,Iga päev,480,3,4,2,Praeguse sissetuleku juures on raske hakkama saada,2,4,EE,7,Mitu korda nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,16685,Naine,60,Iga päev,120,7,7,6,Saame hakkama praeguse sissetuleku juures,5,7,EE,9,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,16701,Mees,5,Iga päev,600,3,5,4,Saame hakkama praeguse sissetuleku juures,6,7,EE,8,Mitu korda nädalas,3,Sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,16702,Mees,60,Iga päev,600,7,7,7,Saame hakkama praeguse sissetuleku juures,8,8,EE,7,Vähem kui kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,16724,Naine,60,Iga päev,480,6,7,4,Elame mugavalt praeguse sissetuleku juures,5,5,EE,7,Mitu korda kuus,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,16728,Mees,60,Iga päev,660,6,6,6,Elame mugavalt praeguse sissetuleku juures,8,6,EE,8,Mitu korda kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,16729,Naine,30,Iga päev,600,5,3,3,Saame hakkama praeguse sissetuleku juures,3,5,EE,5,Kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,16745,Naine,60,Iga päev,120,7,8,7,Saame hakkama praeguse sissetuleku juures,4,1,EE,10,Mitu korda kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,16804,Naine,120,Iga päev,360,5,8,4,Elame mugavalt praeguse sissetuleku juures,10,10,EE,8,Mitu korda kuus,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,16810,Mees,90,Iga päev,240,7,7,5,Elame mugavalt praeguse sissetuleku juures,9,9,EE,7,Mitu korda kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,16817,Mees,30,Enamikul päevadel,30,7,8,5,Saame hakkama praeguse sissetuleku juures,8,8,EE,8,Vähem kui kord kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,16818,Naine,20,Iga päev,240,8,7,9,Saame hakkama praeguse sissetuleku juures,0,2,EE,9,Mitu korda kuus,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,16850,Naine,120,Iga päev,300,4,6,6,Elame mugavalt praeguse sissetuleku juures,8,9,EE,8,Mitu korda nädalas,4-6,Harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,16865,Naine,60,Ainult aeg-ajalt,NA,5,5,3,Saame hakkama praeguse sissetuleku juures,2,3,EE,7,Kord kuus,1,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,16869,Naine,5,Iga päev,540,10,10,8,Elame mugavalt praeguse sissetuleku juures,5,4,EE,10,Kord nädalas,3,Palju sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,16883,Mees,120,Iga päev,60,3,4,2,Saame hakkama praeguse sissetuleku juures,5,0,EE,9,Kord kuus,Mitte ühtegi,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,16904,Naine,15,Iga päev,240,5,7,8,Saame hakkama praeguse sissetuleku juures,10,8,EE,8,Kord nädalas,7-9,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,16914,Naine,120,Mitte kunagi,NA,3,5,2,Saame hakkama praeguse sissetuleku juures,8,8,EE,8,Iga päev,3,Sagedamini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,16916,Naine,150,Iga päev,120,7,5,3,Saame hakkama praeguse sissetuleku juures,10,10,EE,5,Mitu korda nädalas,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,16919,Naine,30,Iga päev,360,8,6,5,Saame hakkama praeguse sissetuleku juures,5,5,EE,8,Kord kuus,4-6,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,16927,Mees,60,Iga päev,120,3,6,6,Praeguse sissetuleku juures on raske hakkama saada,8,9,EE,7,Mitu korda nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,16945,Mees,10,Iga päev,180,4,3,5,Elame mugavalt praeguse sissetuleku juures,10,10,EE,8,Mitu korda nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,16953,Naine,20,Iga päev,210,4,5,8,Saame hakkama praeguse sissetuleku juures,8,5,EE,9,Kord nädalas,1,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,16964,Mees,90,Mitte kunagi,NA,9,10,9,Saame hakkama praeguse sissetuleku juures,10,10,EE,9,Mitu korda kuus,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,16971,Naine,15,Iga päev,240,3,3,3,Elame mugavalt praeguse sissetuleku juures,7,9,EE,9,Mitu korda nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,16972,Mees,30,Iga päev,180,6,6,7,Elame mugavalt praeguse sissetuleku juures,8,8,EE,8,Mitu korda nädalas,4-6,Sagedamini kui enamik eakaaslasi,Jah,turvaliselt
10,16978,Mees,30,Iga päev,540,6,7,8,Elame mugavalt praeguse sissetuleku juures,6,6,EE,9,Mitu korda nädalas,3,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,17047,Mees,90,Iga päev,180,7,6,5,Saame hakkama praeguse sissetuleku juures,5,5,EE,8,Mitu korda nädalas,2,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,17049,Naine,240,Ainult aeg-ajalt,NA,10,10,5,Saame hakkama praeguse sissetuleku juures,10,10,EE,7,Vähem kui kord kuus,4-6,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,17066,Naine,30,Enamikul päevadel,30,8,5,5,Saame hakkama praeguse sissetuleku juures,10,10,EE,7,Kord nädalas,2,Harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,17097,Naine,480,Iga päev,540,5,5,4,Elame mugavalt praeguse sissetuleku juures,3,3,EE,8,Mitu korda kuus,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,17101,Naine,60,Iga päev,120,7,8,8,Saame hakkama praeguse sissetuleku juures,10,10,EE,6,Mitu korda kuus,2,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,17139,Naine,120,Iga päev,120,5,5,6,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Vähem kui kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,17141,Naine,90,Iga päev,480,8,8,7,Elame mugavalt praeguse sissetuleku juures,6,5,EE,9,Mitu korda kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,17145,Mees,30,Enamikul päevadel,20,0,0,0,Saame hakkama praeguse sissetuleku juures,10,10,EE,6,Mitu korda nädalas,2,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,17151,Mees,180,Iga päev,720,7,6,9,Praeguse sissetuleku juures on raske hakkama saada,6,7,EE,9,Mitu korda nädalas,3,Sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,17153,Mees,90,Ainult aeg-ajalt,NA,7,5,5,Saame hakkama praeguse sissetuleku juures,8,8,EE,7,Kord kuus,1,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,17162,Mees,30,Iga päev,120,7,6,5,Saame hakkama praeguse sissetuleku juures,6,9,EE,9,Kord nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,17197,Mees,300,Mitte kunagi,NA,8,7,5,Praeguse sissetuleku juures on väga raske hakkama saada,10,10,EE,8,Mitu korda nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,17200,Mees,60,Iga päev,60,7,9,7,Saame hakkama praeguse sissetuleku juures,9,9,EE,8,Kord kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,17202,Naine,30,Ainult aeg-ajalt,NA,6,6,6,Saame hakkama praeguse sissetuleku juures,8,8,EE,8,Kord kuus,7-9,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,17205,Naine,240,Iga päev,60,8,8,5,Elame mugavalt praeguse sissetuleku juures,10,10,EE,9,Vähem kui kord kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,17233,Naine,60,Iga päev,180,5,8,8,Saame hakkama praeguse sissetuleku juures,NA,NA,EE,10,Iga päev,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,17242,Naine,30,Enamikul päevadel,40,5,7,7,Praeguse sissetuleku juures on raske hakkama saada,9,9,EE,7,Mitu korda kuus,1,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,17261,Naine,60,Mitte kunagi,NA,2,1,2,Praeguse sissetuleku juures on raske hakkama saada,10,10,EE,8,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,17267,Mees,10,Ainult aeg-ajalt,NA,6,6,4,Saame hakkama praeguse sissetuleku juures,7,8,EE,8,Mitu korda kuus,4-6,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,17271,Naine,165,Iga päev,80,6,5,6,Praeguse sissetuleku juures on raske hakkama saada,7,8,EE,8,Mitu korda nädalas,2,Sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,17285,Naine,5,Iga päev,300,5,5,7,Elame mugavalt praeguse sissetuleku juures,10,10,EE,5,Kord nädalas,2,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,17299,Mees,15,Iga päev,360,3,5,5,Elame mugavalt praeguse sissetuleku juures,7,5,EE,8,Mitu korda nädalas,3,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,17310,Naine,240,Mõni kord nädalas,NA,5,0,1,Praeguse sissetuleku juures on väga raske hakkama saada,7,7,EE,2,Vähem kui kord kuus,1,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,17322,Naine,90,Mitte kunagi,NA,2,2,2,Praeguse sissetuleku juures on väga raske hakkama saada,10,10,EE,4,Mitu korda nädalas,3,Sagedamini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,17338,Naine,20,Iga päev,60,6,3,4,Saame hakkama praeguse sissetuleku juures,10,10,EE,7,Vähem kui kord kuus,1,Harvemini kui enamik eakaaslasi,Jah,turvaliselt
10,17343,Mees,30,Iga päev,720,6,6,6,Saame hakkama praeguse sissetuleku juures,5,6,EE,8,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,17344,Mees,120,Mitte kunagi,NA,7,5,7,Saame hakkama praeguse sissetuleku juures,10,8,EE,6,Kord kuus,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,17358,Naine,30,Iga päev,240,3,4,3,Saame hakkama praeguse sissetuleku juures,9,10,EE,7,Mitu korda kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,17374,Naine,60,Enamikul päevadel,60,5,5,5,Praeguse sissetuleku juures on raske hakkama saada,6,6,EE,7,Mitu korda kuus,4-6,Umbes sama tihti kui enamik eakaaslasi,Jah,mitte eriti turvaliselt
10,17394,Mees,60,Mõni kord nädalas,NA,5,5,5,Saame hakkama praeguse sissetuleku juures,0,0,EE,10,Kord nädalas,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,17395,Mees,180,Ainult aeg-ajalt,NA,1,2,5,Praeguse sissetuleku juures on raske hakkama saada,2,6,EE,8,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,17400,Naine,90,Iga päev,480,7,1,3,Praeguse sissetuleku juures on raske hakkama saada,10,10,EE,10,Kord nädalas,2,Umbes sama tihti kui enamik eakaaslasi,Jah,turvaliselt
10,17415,Naine,60,Iga päev,60,9,9,6,Elame mugavalt praeguse sissetuleku juures,10,10,EE,9,Mitu korda nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,17439,Mees,60,Iga päev,540,4,4,2,Elame mugavalt praeguse sissetuleku juures,10,9,EE,9,Kord kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,17442,Naine,15,Iga päev,180,7,6,3,Saame hakkama praeguse sissetuleku juures,8,8,EE,8,Kord kuus,2,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,17453,Mees,60,Iga päev,240,4,5,6,Saame hakkama praeguse sissetuleku juures,NA,9,EE,7,Mitu korda kuus,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,17462,Naine,90,Iga päev,120,7,9,6,Praeguse sissetuleku juures on raske hakkama saada,8,7,EE,6,Kord nädalas,1,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,17488,Naine,0,Iga päev,60,3,5,10,Saame hakkama praeguse sissetuleku juures,5,7,EE,5,Iga päev,Mitte ühtegi,Harvemini kui enamik eakaaslasi,Jah,üldse mitte turvaliselt
10,17501,Naine,90,Iga päev,30,5,7,3,Saame hakkama praeguse sissetuleku juures,10,9,EE,8,Vähem kui kord kuus,3,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,17503,Naine,30,Iga päev,720,4,0,2,Elame mugavalt praeguse sissetuleku juures,7,9,EE,8,Mitu korda kuus,7-9,Palju harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,17509,Mees,15,Enamikul päevadel,30,7,7,6,Saame hakkama praeguse sissetuleku juures,5,9,EE,8,Mitu korda kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,17548,Mees,46,Iga päev,88,8,8,7,Elame mugavalt praeguse sissetuleku juures,5,5,EE,10,Mitu korda nädalas,4-6,Sagedamini kui enamik eakaaslasi,Jah,väga turvaliselt
10,17581,Naine,180,Mitte kunagi,NA,7,7,4,Praeguse sissetuleku juures on raske hakkama saada,10,10,EE,5,Kord kuus,1,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,17595,Mees,60,Ainult aeg-ajalt,NA,4,4,8,Praeguse sissetuleku juures on raske hakkama saada,10,9,EE,5,Vähem kui kord kuus,1,Palju harvemini kui enamik eakaaslasi,Jah,väga turvaliselt
10,17597,Naine,60,Iga päev,600,9,10,5,Saame hakkama praeguse sissetuleku juures,5,5,EE,8,Kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,17601,Naine,20,Iga päev,60,6,9,6,Elame mugavalt praeguse sissetuleku juures,4,8,EE,9,Mitu korda kuus,4-6,Umbes sama tihti kui enamik eakaaslasi,Jah,turvaliselt
10,17605,Naine,90,Mõni kord nädalas,NA,7,5,6,Saame hakkama praeguse sissetuleku juures,8,8,EE,8,Kord nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,NA
10,17625,Mees,55,Iga päev,60,7,7,4,Praeguse sissetuleku juures on väga raske hakkama saada,8,6,EE,7,Kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,17641,Mees,120,Iga päev,240,4,6,5,Saame hakkama praeguse sissetuleku juures,5,6,EE,6,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,17646,Naine,30,Iga päev,120,4,6,9,Saame hakkama praeguse sissetuleku juures,10,10,EE,10,Iga päev,2,Harvemini kui enamik eakaaslasi,Jah,mitte eriti turvaliselt
10,17665,Mees,10,Iga päev,480,5,5,4,Elame mugavalt praeguse sissetuleku juures,5,10,EE,10,Mitu korda kuus,3,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,17727,Mees,10,Iga päev,420,3,5,2,Elame mugavalt praeguse sissetuleku juures,7,6,EE,7,Mitu korda kuus,2,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,17741,Mees,5,Iga päev,600,7,8,3,Elame mugavalt praeguse sissetuleku juures,5,5,EE,8,Kord nädalas,3,Sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,17744,Mees,60,Mitte kunagi,NA,6,5,6,Saame hakkama praeguse sissetuleku juures,10,10,EE,9,Mitu korda kuus,2,NA,Ei,väga turvaliselt
10,17751,Mees,10,Iga päev,60,5,2,2,Elame mugavalt praeguse sissetuleku juures,7,7,EE,5,Vähem kui kord kuus,2,Palju harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,17756,Naine,30,Mitte kunagi,NA,0,1,1,Praeguse sissetuleku juures on raske hakkama saada,9,7,EE,3,Vähem kui kord kuus,1,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,17800,Mees,180,Mitte kunagi,NA,1,10,1,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Vähem kui kord kuus,3,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,17818,Mees,120,Iga päev,360,5,5,5,Saame hakkama praeguse sissetuleku juures,8,8,EE,7,Kord kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,17824,Naine,60,Iga päev,360,7,7,8,Saame hakkama praeguse sissetuleku juures,5,3,EE,8,Mitu korda nädalas,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,17827,Mees,60,Iga päev,240,7,7,5,Elame mugavalt praeguse sissetuleku juures,6,6,EE,7,Kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,17830,Naine,90,Ainult aeg-ajalt,NA,10,10,5,Saame hakkama praeguse sissetuleku juures,6,8,EE,6,Kord nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,17838,Naine,30,Iga päev,270,5,6,5,Saame hakkama praeguse sissetuleku juures,8,8,EE,6,Kord nädalas,3,Palju sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,17841,Mees,5,Mitte kunagi,NA,0,7,5,Praeguse sissetuleku juures on väga raske hakkama saada,7,7,EE,0,Mitte kunagi,1,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,17858,Naine,20,Iga päev,720,4,8,0,Saame hakkama praeguse sissetuleku juures,5,10,EE,5,Mitu korda nädalas,2,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,17893,Naine,30,Iga päev,450,6,5,6,Elame mugavalt praeguse sissetuleku juures,8,9,EE,5,Mitu korda kuus,4-6,Harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,17896,Mees,90,Iga päev,15,5,5,4,Saame hakkama praeguse sissetuleku juures,8,8,EE,5,Kord kuus,1,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,17901,Mees,40,Iga päev,20,8,8,5,Elame mugavalt praeguse sissetuleku juures,3,7,EE,9,Iga päev,4-6,Sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,17917,Naine,20,Iga päev,120,5,5,0,Saame hakkama praeguse sissetuleku juures,3,1,EE,8,Vähem kui kord kuus,1,Palju harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,17925,Mees,110,Mitte kunagi,NA,1,1,3,Praeguse sissetuleku juures on raske hakkama saada,5,5,EE,6,Vähem kui kord kuus,1,Palju harvemini kui enamik eakaaslasi,Jah,turvaliselt
10,17945,Naine,90,Iga päev,540,7,7,7,Elame mugavalt praeguse sissetuleku juures,7,7,EE,8,Mitu korda kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,17967,Mees,90,Iga päev,120,2,4,5,Saame hakkama praeguse sissetuleku juures,10,10,EE,5,Mitte kunagi,2,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,17995,Naine,60,Mõni kord nädalas,NA,4,5,7,Elame mugavalt praeguse sissetuleku juures,7,7,EE,9,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,18023,Mees,150,Iga päev,150,4,2,2,Saame hakkama praeguse sissetuleku juures,4,8,EE,7,Mitu korda nädalas,1,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,18043,Mees,30,Iga päev,600,2,8,4,Elame mugavalt praeguse sissetuleku juures,10,10,EE,9,Mitu korda kuus,2,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,18046,Mees,15,Iga päev,90,3,10,10,Saame hakkama praeguse sissetuleku juures,10,10,EE,10,Mitte kunagi,Mitte ühtegi,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,18054,Naine,15,Iga päev,90,6,6,6,Saame hakkama praeguse sissetuleku juures,7,7,EE,5,Kord nädalas,1,Umbes sama tihti kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,18088,Naine,65,Iga päev,150,4,5,7,Saame hakkama praeguse sissetuleku juures,8,9,EE,8,Kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,18112,Mees,120,Mitte kunagi,NA,5,5,3,Saame hakkama praeguse sissetuleku juures,10,10,EE,6,Mitte kunagi,Mitte ühtegi,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,18116,Naine,5,Iga päev,360,6,5,2,Elame mugavalt praeguse sissetuleku juures,7,8,EE,8,Mitu korda kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,18120,Mees,180,Mitte kunagi,NA,4,3,5,Saame hakkama praeguse sissetuleku juures,6,5,EE,3,Kord kuus,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,18130,Naine,30,Iga päev,480,8,8,8,Elame mugavalt praeguse sissetuleku juures,8,7,EE,9,Mitu korda nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,18137,Naine,15,Mitte kunagi,NA,5,4,5,Saame hakkama praeguse sissetuleku juures,10,10,EE,5,Vähem kui kord kuus,3,Palju harvemini kui enamik eakaaslasi,Ei,üldse mitte turvaliselt
10,18138,Mees,240,Mitte kunagi,NA,8,8,7,Saame hakkama praeguse sissetuleku juures,9,10,EE,7,Kord kuus,1,Harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,18143,Mees,120,Iga päev,240,0,3,3,Saame hakkama praeguse sissetuleku juures,5,5,EE,10,Mitu korda kuus,1,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
